image_path,rank,color_hex,share
data/latest/images/Chanel_haute_couture_2020_eb1bfd2be5f04b2d.jpg,2,#5f5d48,0.2299185018685274
data/latest/images/Chanel_haute_couture_2020_eb1bfd2be5f04b2d.jpg,3,#e6e0dc,0.19444635970416133
data/latest/images/Chanel_haute_couture_2020_eb1bfd2be5f04b2d.jpg,4,#bcb2a5,0.17592656434583157
data/latest/images/Chanel_haute_couture_2020_eb1bfd2be5f04b2d.jpg,5,#8d887a,0.1462829405518706
data/latest/images/Balmain_burgundy_runway_2025_37ce611271db91f6.jpg,1,#161818,0.355524281744407
data/latest/images/Balmain_burgundy_runway_2025_37ce611271db91f6.jpg,2,#f9e5db,0.2745597073743075
data/latest/images/Balmain_burgundy_runway_2025_37ce611271db91f6.jpg,3,#59585a,0.2546669553480003
data/latest/images/Balmain_burgundy_runway_2025_37ce611271db91f6.jpg,4,#d6c7bf,0.08363594854326684
data/latest/images/Balmain_burgundy_runway_2025_37ce611271db91f6.jpg,5,#a29085,0.03161310699001834
data/latest/images/leopard_print_runway_1990s_961377a67bc18b6e.jpg,1,#030203,0.4790605296343001
data/latest/images/leopard_print_runway_1990s_961377a67bc18b6e.jpg,2,#5c5a59,0.18590479192938208
data/latest/images/leopard_print_runway_1990s_961377a67bc18b6e.jpg,3,#3b2c20,0.11706284153005464
data/latest/images/leopard_print_runway_1990s_961377a67bc18b6e.jpg,4,#947761,0.11023644388398486
data/latest/images/leopard_print_runway_1990s_961377a67bc18b6e.jpg,5,#b89b8a,0.10773539302227826
data/latest/images/leopard_print_runway_1990s_bcc93e40f2ea06bf.jpg,1,#cfc9c6,0.4703768
data/latest/images/leopard_print_runway_1990s_bcc93e40f2ea06bf.jpg,2,#39302b,0.1661936
data/latest/images/leopard_print_runway_1990s_bcc93e40f2ea06bf.jpg,3,#bf9c89,0.1500792
data/latest/images/leopard_print_runway_1990s_bcc93e40f2ea06bf.jpg,4,#765d51,0.1291896
data/latest/images/leopard_print_runway_1990s_bcc93e40f2ea06bf.jpg,5,#110d0c,0.0841608
data/latest/images/leopard_print_runway_1990s_756cf2daa7245caf.jpg,1,#b2adb1,0.3157883785450062
data/latest/images/leopard_print_runway_1990s_756cf2daa7245caf.jpg,2,#8b8480,0.27741163173037403
data/latest/images/leopard_print_runway_1990s_756cf2daa7245caf.jpg,3,#68523a,0.1436171907110563
data/latest/images/leopard_print_runway_1990s_756cf2daa7245caf.jpg,4,#1b130c,0.13427532881216606
data/latest/images/leopard_print_runway_1990s_756cf2daa7245caf.jpg,5,#e7e4e2,0.12890747020139745
data/latest/images/vogue_runway_emerald_dress_ed1a4dab4ec12780.jpg,1,#7e7979,0.5915593766363864
data/latest/images/vogue_runway_emerald_dress_ed1a4dab4ec12780.jpg,2,#bbb2a6,0.15593339480454432
data/latest/images/vogue_runway_emerald_dress_ed1a4dab4ec12780.jpg,3,#21261e,0.10674361951597112
data/latest/images/vogue_runway_emerald_dress_ed1a4dab4ec12780.jpg,4,#bc8b6c,0.09966541826985102
data/latest/images/vogue_runway_emerald_dress_ed1a4dab4ec12780.jpg,5,#7c4d3f,0.04609819077324712
data/latest/images/leopard_print_runway_1990s_63efbde68d3d3b02.jpg,1,#181618,0.35367329889349225
data/latest/images/leopard_print_runway_1990s_63efbde68d3d3b02.jpg,2,#413226,0.239558078870646
